gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
LGALS8	-0.579195836155724	2.1884513536479	-0.611230095614684	0.039803904562087	-0.0427704839874201	-0.457995187823858	-0.537063654628299	PMNs	1
TRIM22	-0.476775023773763	2.23905403412988	-0.42462213616194	-0.0211288664608432	-0.419377281861727	-0.459871477929439	-0.437279247942165	PMNs	1
RBCK1	-0.543925931478512	2.17505081486253	-0.266513860978613	0.0505189911188977	-0.819039137985458	-0.458091449546317	-0.137999425992529	PMNs	1
PLSCR1	-0.540107985066622	2.21498488372209	-0.407411957259554	0.0851832929816923	-0.563366167354204	-0.397811510360819	-0.391470556662585	PMNs	1
ISG20	-0.309951062505432	2.24166427174473	-0.370791410740897	-0.0753379442895881	-0.494151541207777	-0.500950380254762	-0.490481932746272	PMNs	1
PML	-0.447081671922147	2.2398789037193	-0.431859245494787	-0.0240944079750037	-0.433452045224969	-0.45609578582683	-0.447295747275568	PMNs	1
RCBTB2	-0.68254155256963	2.12578884575775	-0.501423591362645	0.0362169990194344	-0.639187479149525	-0.554426699709094	0.215573478013706	PMNs	1
SELL	-0.432241228375098	2.24544476207334	-0.574091205092751	-0.141614349811027	-0.437601355285821	-0.408316934703447	-0.251579688805198	PMNs	1
XRN1	-0.44477909185237	2.17537378746396	-0.602300533966458	0.155176684002687	-0.142830113781484	-0.492398524347412	-0.64824220751892	PMNs	1
ZC3HAV1	-0.632271827136656	2.22364119073422	-0.566249180713105	-0.0456240985573502	-0.403109538669898	-0.334693129161618	-0.241693416495588	PMNs	1
NEURL3	-0.446085749236136	2.23078866000636	-0.436227902893499	0.0194779334247731	-0.523779141207006	-0.462435347449496	-0.381738452645001	PMNs	1
PSMA3	-0.445378455011461	2.2404100932686	-0.377951237166979	-0.0503795423707588	-0.545201959601639	-0.378038499963051	-0.443460399154713	PMNs	1
ZNFX1	-0.445535511552666	2.22506027719169	-0.335631962124345	0.0366578863244984	-0.469548936145376	-0.455133328967828	-0.555868424725973	PMNs	1
PARP14	-0.493205498026582	2.21197079113272	-0.432493387902723	0.121513466469235	-0.437927964215886	-0.481399855654259	-0.488457551802503	PMNs	1
IFIH1	-0.47388353620503	2.19239875734468	-0.47681495209854	0.203867088147485	-0.502682432845764	-0.434685312087324	-0.508199612255509	PMNs	1
APOBEC3G	-0.425983017196349	2.24455011712904	-0.463051472832365	-0.0755476263586346	-0.481714141267327	-0.329284233498101	-0.468969625976262	PMNs	1
BST2	-0.414093036718891	2.25185175755561	-0.393287705030279	-0.121846542645508	-0.497173403420277	-0.425027825622556	-0.400423244118097	PMNs	1
STAT2	-0.458840564738059	2.23762027022169	-0.390503441813437	-0.0175692591192802	-0.457498499572044	-0.415134494736594	-0.498074010242281	PMNs	1
IFIT5	-0.413758744463651	2.25333762353109	-0.446446680317969	-0.126356531222086	-0.447903909814987	-0.416480529047973	-0.402391228664427	PMNs	1
XAF1	-0.458797355005717	2.25526633187559	-0.357116265338136	-0.154592160442215	-0.458625530133638	-0.42449298625979	-0.401642034696094	PMNs	1
NCOA7	-0.422666138632967	2.24764737210626	-0.483236438469142	-0.0819445626137115	-0.413220897352945	-0.430447315358642	-0.416132019678851	PMNs	1
SP100	-0.443038985197507	2.23354162999482	-0.545125365349923	-0.0209483246224894	-0.300915892770182	-0.47623385827251	-0.447279203782214	PMNs	1
MLKL	-0.533239377879609	2.16305517065713	-0.163857570561981	0.224125022829478	-0.539037909849326	-0.633626949671708	-0.517418385523981	PMNs	1
SP140L	-0.416516943508341	2.24770183716238	-0.472091701216288	-0.0909494743128306	-0.374587096251134	-0.403938523197223	-0.489618098676564	PMNs	1
SAMD9L	-0.458279967039526	2.23617202700094	-0.456595459960952	-0.00592345352925323	-0.491421945321169	-0.406669150322287	-0.41728205082775	PMNs	1
TRIM25	-0.993127089783241	1.80636066261473	-0.995554765852183	0.45283160670875	-0.684675205021239	0.203366841172386	0.210797950160794	PMNs	1
FLJ32255	-1.49942782057433	1.12024637693404	-0.879654571564566	0.991746906676724	-0.533533206125829	0.141221938835812	0.659400375818155	PMNs	1
DHRS9	-0.991863510656586	1.48876848090553	-0.9791129207286	-0.365225675913431	-0.682717571580386	0.953408620164232	0.576742577809244	PMNs	1
ZC3H3	-1.04621788798486	1.51331955051109	-1.06477771523087	0.670413577997437	-0.766867927288817	0.0284030012519615	0.665727400744063	PMNs	1
DIP2B	-0.913999882747365	1.37481753971463	-0.933924970768507	-0.595045793992916	-0.696799336858941	0.831841663640497	0.933110781012601	PMNs	1
RIN2	-1.08290184600349	1.53259883586527	1.26014966119726	-0.65186797034745	-0.212415303538102	-0.600188575798689	-0.245374801374801	PMNs	1
CCL2	-0.623483370914031	2.04610442377587	0.566393596190327	-0.346163081073751	-0.351582162807352	-0.761384936116396	-0.529884469054667	PMNs	1
